startup_name,location_country,sector,funding_date,funding_year,date_precision,amount_usd,amount_is_estimate,investors,stage,debt_equity,female_cofounder_or_ceo,local_founder,intnl_founder,launched,accelerator,employees,source_file,country,region_group
Laymoon,Morocco,fintech,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2010,Yes,1.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
Distripha,Morocco,e-health,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2018,Yes,2.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
Ta7alil,Morocco,e-health,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,Yes,Yes,No,2020,Yes,2.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
KargoLive,Morocco,logistics,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2022,Yes,1.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
POGO,Morocco,transport,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2021,Yes,8.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
Humanitics,Morocco,retail-tech,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2020,Yes,7.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
Crealo,Morocco,copyright management,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,Yes,Yes,No,2020,Yes,7.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
OPT-IN,Morocco,marketing,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2021,Yes,4.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
Digishare,Morocco,marketing,,2022,year_only,,False,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2019,Yes,1.0,Funded_African_tech_startups_2022.xlsx,Morocco,Africa
mPharma,Ghana,e-health,1-01-01,2022,full_date,35000000.0,False,"JAM Fund, a venture capital firm founded by Tinder co-founder Justin Mateen; Unbound, a growth investment firm by Shravin Mittal, the managing director of Bharti Global limited (Bharti family investment arm); and Lux Capital, a New York-based VC firm investing in science and tech ventures (this is the firm’s first investment in Africa). Other investors include Northstar, Social Capital, Novastar and TO Ventures.",Undisclosed,Equity/Debt,No,Yes,Yes,2013,No,297.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Float,Ghana,fintech,1-01-01,2022,full_date,17000000.0,False,"Tinder co-founder Justin Mateen’s JAM Fund and Tiger Global, with debt financing provided by Cauris. Kinfolk, Soma Capital, Ingressive Capital and Magic Fund also participated in the round, as well as some notable angels including Michael Seibel (YC CEO – Float is an alumni, and founder Jesse Ghansah has been through the accelerator twice), Sandy Kory (Horizon Partners), Karim Atiyeh and Eric Glyman (founders of Ramp), Gregory Rockson (mPharma) and Zach Lipson and Ross Lipson (founders of Dutchie).",Seed,Equity/Debt,No,Yes,No,2020,Yes,16.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
OZÉ,Ghana,fintech,1-01-01,2022,full_date,3000000.0,False,"Speedinvest and including Cathay AfricInvest Innovation Fund, Savannah Fund and several angels",Pre-Series A,Equity,Yes,No,Yes,2018,No,44.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Tendo,Ghana,retail-tech,,2022,year_only,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2021,Yes,12.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Redavia,Ghana,energy,1-01-01,2022,full_date,,False,Energise Africa,Undisclosed,Debt,No,Yes,Yes,2010,No,27.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Dash,Ghana,fintech,1-03-01,2022,full_date,32800000.0,False,"Insight Partners, Global Founders Capital and 4DX Ventures. They participated alongside ASK Capital, Techstars, Guillaume Pousaz’s Zinal Growth Partners, Jitendra Gupta of Jupiter Money, Amrish Rau of Pine Labs, the founders of Moss, executives from ProcessOut and the founders of PennyLane.",Seed,Equity,No,Yes,No,2019,No,67.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
eCampus,Ghana,ed-tech,1-03-01,2022,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2015,Yes,10.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
FloodGates,Ghana,digital identity,1-03-01,2022,full_date,71000.0,False,Startup Wise Guys,Undisclosed,Equity,No,Yes,No,2020,Yes,6.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
FXKudi,Ghana,fintech,1-03-01,2022,full_date,71000.0,False,Startup Wise Guys,Undisclosed,Equity,No,Yes,No,2020,Yes,8.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Yemaachi,Ghana,e-health,1-03-01,2022,full_date,3000000.0,False,"V8 Capital, with LifeLine Family Heritage Fund, Y Combinator, Tencent, LoftyInc Capital, VestedWorld, V Square Capital and Ethan Perlstein also participating.",Seed,Equity,Yes,Yes,No,2020,Yes,24.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Carepoint (Africa Health Holding),Ghana,e-health,1-05-01,2022,full_date,10000000.0,False,"TRB Advisors, Breyer Capital, Beyond Capital Ventures, M3, Inc, Asia Pacific Land, Natural World Limited, Angel Investors",Undisclosed,Equity,No,Yes,No,2017,No,17.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Fido Credit,Ghana,fintech,1-06-01,2022,full_date,30000000.0,False,"Fortissimo Capital, with participation from Yard Ventures",Series A,Equity/Debt,No,Yes,Yes,2014,No,89.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Motito,Ghana,fintech,1-06-01,2022,full_date,125000.0,False,Norrsken,Undisclosed,Equity,Yes,Yes,No,2020,Yes,4.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
SolarTaxi,Ghana,transport,1-07-01,2022,full_date,,False,Persistent,Undisclosed,Equity,No,Yes,No,2018,No,57.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Garage Mobility,Ghana,transport,1-07-01,2022,full_date,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2021,Yes,14.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Zeepay,Ghana,fintech,1-08-01,2022,full_date,10000000.0,False,Symbiotics BV,Series A,Equity,No,Yes,No,2014,No,83.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Wami Agro,Ghana,agri-tech,1-08-01,2022,full_date,200000.0,False,Wangara Green Ventures,Undisclosed,Equity,No,Yes,No,2019,No,10.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
SecondStax,Ghana,fintech,1-09-01,2022,full_date,1600000.0,False,"LoftyInc Capital, Orbit54 and STEMeIn",Pre-Seed,Equity,No,Yes,No,2020,No,11.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Spark,Ghana,fintech,1-11-01,2022,full_date,150000.0,False,Katapult,Undisclosed,Equity,No,Yes,Yes,2021,Yes,12.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Built,Ghana,fintech,1-11-01,2022,full_date,67000.0,False,Startup Wise Guys,Undisclosed,Equity,Yes,Yes,No,2016,Yes,22.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
BezoMoney,Ghana,fintech,1-12-01,2022,full_date,,False,,Undisclosed,Equity,Yes,Yes,No,2019,Yes,24.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
WayaMoney,Ghana,fintech,,2022,year_only,,False,"Launch Africa Ventures, First Circle",Undisclosed,Equity,No,Yes,No,2018,Yes,1.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Agrocenta,Ghana,agri-tech,,2022,year_only,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2016,Yes,17.0,Funded_African_tech_startups_2022.xlsx,Ghana,Africa
Asaak,Uganda,fintech,1-01-01,2022,full_date,30000000.0,False,"Resolute Ventures, Social Capital, HOF Capital, Founders Factory Africa, End Poverty Make Trillions, Decentralized VC and a number of angel investors.",Pre-Series A,Equity/Debt,No,Yes,Yes,2017,No,38.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
ChapChap,Uganda,fintech,1-02-01,2022,full_date,,False,Nordic Impact Funds,Undisclosed,Equity,No,Yes,No,2016,No,18.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Rocket Health,Uganda,e-health,1-03-01,2022,full_date,5000000.0,False,"Creadev, an evergreen investment firm backed by Mulliez family, with participation of early-stage African investors Grenfell Holdings and LoftyInc Capital Management",Series A,Equity,No,Yes,No,2012,Yes,74.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Ecomak Recyclers,Uganda,waste management,1-03-01,2022,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2020,Yes,7.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Zofi Cash,Uganda,fintech,1-03-01,2022,full_date,71000.0,False,Startup Wise Guys,Undisclosed,Equity,No,Yes,No,2020,Yes,12.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Laboremus,Uganda,fintech,1-04-01,2022,full_date,,False,"DOB Equity, FCA Investments",Undisclosed,Equity,No,Yes,No,2013,No,34.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Tugende,Uganda,fintech,,2022,year_only,10000000.0,False,"Partech, Mobility 54, Enza Capital, and Global Partnerships and powerful new partners such as the global financial inclusion fund and  Women’s World Banking Capital Partners II (June), Partech, Women’s World Banking (October)",Pre-Series B/Series B,Equity/Debt,No,No,Yes,2012,No,485.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Xeno,Uganda,fintech,1-06-01,2022,full_date,2000000.0,False,Beyond Capital Ventures,Seed,Equity,No,Yes,No,2017,No,25.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Emata,Uganda,fintech,1-06-01,2022,full_date,125000.0,False,Norrsken,Undisclosed,Equity,No,Yes,Yes,2020,Yes,26.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
TriPesa,Uganda,tourism,1-06-01,2022,full_date,,False,"Future Africa, Consonance Investment Managers and LTNT Investments",Pre-Seed,Equity,No,Yes,No,2022,No,10.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Solerchil,Uganda,energy,1-08-01,2022,full_date,300000.0,False,Sufishent,Pre-Seed,Equity,No,Yes,No,2020,No,0.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Numida,Uganda,fintech,1-09-01,2022,full_date,12300000.0,False,"Serena Ventures with participation from Breega, 4Di Capital, Launch Africa, Soma Capital and Y Combinator, MFS Africa, Lendable",Pre-Series A,Equity/Debt,Yes,Yes,Yes,2016,Yes,59.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Inputi,Uganda,agri-tech,1-10-01,2022,full_date,,False,Renew Capital,Undisclosed,Equity,No,Yes,No,2020,No,16.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
AkelloBanker,Uganda,agri-tech,1-10-01,2022,full_date,,False,Renew Capital,Undisclosed,Equity,No,Yes,No,2015,Yes,11.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Easy Matatu,Uganda,transport,1-10-01,2022,full_date,,False,Renew Capital,Undisclosed,Equity,Yes,Yes,No,2019,Yes,33.0,Funded_African_tech_startups_2022.xlsx,Uganda,Africa
Susu,Ivory Coast,e-health,1-03-01,2022,full_date,1000000.0,False,Angel investors,Pre-Seed,Equity/Debt,Yes,Yes,No,2019,No,68.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
Digitech,Ivory Coast,fintech,1-03-01,2022,full_date,328000.0,False,BLOC Smart Africa fund,Seed,Equity,No,Yes,No,2019,Yes,4.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
Bizao,Ivory Coast,fintech,1-07-01,2022,full_date,8200000.0,False,"AfricInvest, Adelie, and Seedstars Africa Ventures",Series A,Equity,No,Yes,No,2019,No,67.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
Julaya,Ivory Coast,fintech,1-09-01,2022,full_date,5000000.0,False,"SpeedInvest, EQ2 Ventures, Kibo Ventures, angel syndicates Unpopular Ventures and Jedar Capital, existing investors Orange Ventures, Saviu, 50 Partners and Ivorian business angel Mohamed Diabi and professional football player Édouard Mendy",Pre-Series A,Equity,No,Yes,Yes,2019,No,65.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
Auto24,Ivory Coast,auto-tech,1-09-01,2022,full_date,,False,Stellantis,Undisclosed,Equity,No,Yes,No,2019,No,6.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
WiAssur,Ivory Coast,fintech,1-11-01,2022,full_date,,False,First Circle Capital,Undisclosed,Equity,No,Yes,No,2019,No,10.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
Zencey,Ivory Coast,Healthcare,1-12-01,2022,full_date,,False,"Hatcher+, Plug and Play",Pre-Seed,Equity,No,Yes,No,2020,No,6.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
PayQin,Ivory Coast,fintech,,2022,year_only,,False,Launch Africa,Undisclosed,Equity,No,Yes,No,2018,No,11.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
Djamo,Ivory Coast,fintech,,2022,year_only,,False,Launch Africa,Undisclosed,Equity,No,Yes,No,2020,Yes,70.0,Funded_African_tech_startups_2022.xlsx,Ivory Coast,Africa
PAPS,Senegal,logistics,1-01-01,2022,full_date,4500000.0,False,"4DX Ventures and Orange, with participation from existing investors such as Saviu Ventures and Uma Ventures as well as new investors including Yamaha Motors, LoftyInc Capital Management, Proparco, the Google Black Founders Fund, To.org, Kepple Africa Ventures and Enza Capital.",Pre-Series A,Equity,No,Yes,No,2016,No,102.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
Tanel Health,Senegal,e-health,1-01-01,2022,full_date,125000.0,False,On Deck,Undisclosed,Equity,No,Yes,No,2020,Yes,8.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
ProXalys,Senegal,retail-tech,1-02-01,2022,full_date,170000.0,False,"Haskè Ventures, Startupbootcamp AfriTech",Pre-Seed,Equity,No,Yes,No,2021,No,7.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
ParcSmart,Senegal,on-demand,1-03-01,2022,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,Yes,Yes,No,2020,Yes,10.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
Chargel,Senegal,logistics,1-03-01,2022,full_date,750000.0,False,"Century Oak Capital and Logos Ventures, alongside prominent angel investors from Senegal, Kenya, Ghana and Nigeria.",Pre-Seed,Equity,No,Yes,No,2021,No,13.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
Afrikamart,Senegal,e-commerce,,2022,year_only,1100000.0,False,"Bamboo Capital Partners, Orange Ventures, Launch Africa and Teranga Capital (June), Katapult (November)",Seed,Equity,No,Yes,No,2018,Yes,14.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
KaliSpot,Senegal,fintech,1-07-01,2022,full_date,,False,500 Global,Undisclosed,Equity,Yes,Yes,No,2021,Yes,4.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
SociumJob,Senegal,recruitment,1-08-01,2022,full_date,1000000.0,False,"Breega, Teranga Capital, Kima Ventures, Techmind, and Evolem Start. Business angels such as Julien Guth (Managing Partner of Beenok) and Dimitri Farber (Co-founder of Tiller)",Undisclosed,Equity,No,Yes,No,2021,Yes,23.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
Rubyx,Senegal,fintech,,2022,year_only,,False,Launch Africa,Undisclosed,Equity,No,Yes,No,2018,No,9.0,Funded_African_tech_startups_2022.xlsx,Senegal,Africa
NALA,Tanzania,fintech,1-01-01,2022,full_date,10000000.0,False,"Amplo, Accel, and Bessemer Partners, with participation from angels including the founders of Monzo, Robinhood, Alloy and Deel. and Peeyush Ranjan, the head of Google Payments.",Seed,Equity,No,Yes,No,2017,Yes,15.0,Funded_African_tech_startups_2022.xlsx,Tanzania,Africa
Umoja Labs,Tanzania,fintech,1-06-01,2022,full_date,125000.0,False,Norrsken,Undisclosed,Equity,No,Yes,No,2020,Yes,18.0,Funded_African_tech_startups_2022.xlsx,Tanzania,Africa
Umoja,Tanzania,fintech,1-06-01,2022,full_date,125000.0,False,Norrsken,Pre-Seed,Equity,Yes,Yes,No,2020,Yes,16.0,Funded_African_tech_startups_2022.xlsx,Tanzania,Africa
Tunzaa Fintech,Tanzania,fintech,1-11-01,2022,full_date,67000.0,False,Startup Wise Guys,Undisclosed,Equity,No,Yes,No,2021,Yes,10.0,Funded_African_tech_startups_2022.xlsx,Tanzania,Africa
Ramani,Tanzania,retail-tech,1-11-01,2022,full_date,32000000.0,False,"Flexcap Ventures and Jared Schreiber, the founder and CEO of Infoscout. Originally backed by Y Combinator, Ramani also raised an undisclosed amount of seed funding in 2021, which included participation from Village Global, Goat Capital, Musha Ventures, Hustle Fund, Future Africa, Launch Africa Ventures, Raba Capital, and angel investor James Beshara.",Series A,Equity/Debt,No,Yes,No,2019,Yes,90.0,Funded_African_tech_startups_2022.xlsx,Tanzania,Africa
Inalipa,Tanzania,retail-tech,,2022,year_only,,False,Launch Africa,Undisclosed,Equity,No,Yes,No,2020,No,8.0,Funded_African_tech_startups_2022.xlsx,Tanzania,Africa
Afritrack,Tanzania,AI/IoT,,2022,year_only,,False,Launch Africa,Undisclosed,Equity,No,Yes,No,2017,No,24.0,Funded_African_tech_startups_2022.xlsx,Tanzania,Africa
Credable,Tanzania,fintech,,2022,year_only,,False,Launch Africa,Undisclosed,Equity,No,Yes,No,2021,No,14.0,Funded_African_tech_startups_2022.xlsx,Tanzania,Africa
Hence,Rwanda,legal-tech,1-03-01,2022,full_date,1800000.0,False,,Undisclosed,Equity,No,Yes,No,2020,No,27.0,Funded_African_tech_startups_2022.xlsx,Rwanda,Africa
Fixa,Rwanda,recruitment,1-06-01,2022,full_date,125000.0,False,Norrsken,Undisclosed,Equity,No,Yes,No,2020,Yes,7.0,Funded_African_tech_startups_2022.xlsx,Rwanda,Africa
Eden Care,Rwanda,e-health,1-11-01,2022,full_date,,False,"DOB Equity and also features Seedstars International, Norrsken Foundation, and Bathurst Capital.",Pre-Seed,Equity,No,Yes,No,2021,No,24.0,Funded_African_tech_startups_2022.xlsx,Rwanda,Africa
Kasha,Rwanda,e-commerce,,2022,year_only,,False,"Beyond Capital Ventures, others",Pre-Series A,Equity,Yes,No,Yes,2016,Yes,102.0,Funded_African_tech_startups_2022.xlsx,Rwanda,Africa
Rwazi,Mauritius,market research,1-03-01,2022,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2018,Yes,15.0,Funded_African_tech_startups_2022.xlsx,Mauritius,Africa
AMP Global,Mauritius,e-commerce,1-05-01,2022,full_date,,False,"MaC Venture Capital, Angel Investors",Seed,Equity,No,Yes,No,2014,Yes,23.0,Funded_African_tech_startups_2022.xlsx,Mauritius,Africa
VantagePay,Mauritius,fintech,1-06-01,2022,full_date,,False,Crossfin,Pre-Series A,Equity,No,Yes,No,2018,No,5.0,Funded_African_tech_startups_2022.xlsx,Mauritius,Africa
Union54,Zambia,fintech,1-04-01,2022,full_date,12000000.0,False,Tiger Global. Other participating investors in this financing round include existing ones such as Vibe VC and new investors Earl Grey Capital and Packy Mccormick’s Not Boring Capital.,Seed,Equity,No,Yes,No,2020,Yes,9.0,Funded_African_tech_startups_2022.xlsx,Zambia,Africa
Mighty Finance,Zambia,fintech,1-05-01,2022,full_date,25000.0,False,The Baobab Network,Undisclosed,Equity,Yes,Yes,No,2021,Yes,5.0,Funded_African_tech_startups_2022.xlsx,Zambia,Africa
RDG Collective,Zambia,energy,1-10-01,2022,full_date,2000000.0,False,EDFI ElectriFi,Undisclosed,Equity,No,Yes,No,2018,No,15.0,Funded_African_tech_startups_2022.xlsx,Zambia,Africa
Yassir,Algeria,super app,1-11-01,2022,full_date,150000000.0,False,"BOND, with participation from DN Capital, Dorsal Capital, Quiet Capital, Stanford Alumni Ventures (aka Spike Ventures) and Y Combinator, among other strategic investors.]",Series B,Equity,No,Yes,No,2017,Yes,649.0,Funded_African_tech_startups_2022.xlsx,Algeria,Africa
Opticharge,Algeria,logistics,1-11-01,2022,full_date,,False,,Undisclosed,Equity,No,Yes,No,2019,No,5.0,Funded_African_tech_startups_2022.xlsx,Algeria,Africa
FedaPay,Benin,fintech,1-01-01,2022,full_date,,False,Benin Business Angel Network,Seed,Equity,No,Yes,No,2018,No,15.0,Funded_African_tech_startups_2022.xlsx,Benin,Africa
RightCom,Benin,cloud,,2022,year_only,,False,Launch Africa,Undisclosed,Equity,No,Yes,No,2013,No,30.0,Funded_African_tech_startups_2022.xlsx,Benin,Africa
Waspito,Cameroon,e-health,1-03-01,2022,full_date,2700000.0,False,"Launch Africa Ventures, Newtown Partners via the Imperial Venture Fund, BLOC Smart Africa managed by Bamboo Capital Partners, Orange Ventures, Saviu Ventures, Plug and Play, and BringCom",Seed,Equity,No,Yes,No,2020,No,31.0,Funded_African_tech_startups_2022.xlsx,Cameroon,Africa
Taaply,Cameroon,digital business cards,1-08-01,2022,full_date,500000.0,False,,Undisclosed,Equity,No,Yes,No,2021,No,5.0,Funded_African_tech_startups_2022.xlsx,Cameroon,Africa
