Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8
18.0,04/3/2016,medECUBE,,Gurgaon,Artiman Ventures,,"4,000,000",,2016,Mar_2016.csv,Healthcare,Healthcare related Services provider,Private Equity,,,,,,,,,,,,,,,,,,,,
19.0,07/3/2016,N.O.W,,Noida,"Ruchirans Jaipuria, Anuj Sanghi",,"500,000",,2016,Mar_2016.csv,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Seed Funding,,,,,,,,,,,,,,,,,,,,
20.0,07/3/2016,Ninjacart,,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",,"3,000,000",,2016,Mar_2016.csv,ECommerce,B2B marketplace for Farmers & Retailers,Private Equity,,,,,,,,,,,,,,,,,,,,
21.0,07/3/2016,Reach,,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",,"500,000",,2016,Mar_2016.csv,Consumer Internet,Cross Platform P2P file sharing mobile app,Seed Funding,,,,,,,,,,,,,,,,,,,,
22.0,07/3/2016,Vanity Cube,,New Delhi,Unicorn Ventures,,"250,000",,2016,Mar_2016.csv,Consumer Internet,Hyperlocal Beauty Services platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
23.0,07/3/2016,Wooplr,,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",,,,2016,Mar_2016.csv,ECommerce,Curated Fashion ECommerce portal,Seed Funding,,,,,,,,,,,,,,,,,,,,
24.0,07/3/2016,Medidaili,,Bangalore,Undisclosed private investors,,"100,000",,2016,Mar_2016.csv,Consumer Internet,Medical Support service platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
25.0,08/3/2016,Finomena,,New Delhi,Matrix Partners India,,,,2016,Mar_2016.csv,Technology,Credit Worthiness Big Data Analytics,Private Equity,,,,,,,,,,,,,,,,,,,,
26.0,08/3/2016,Cookaroo,,Bangalore,Vijay Krishna Yadav,,,,2016,Mar_2016.csv,Consumer Internet,Food Delivery Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
27.0,08/3/2016,vPhrase Analytics,,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",,,,2016,Mar_2016.csv,Technology,AI based data analytics platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
28.0,08/3/2016,LoveCycles,,Bangalore,Prime Venture Partners,,"750,000",,2016,Mar_2016.csv,Consumer Internet,Women’s health Tracker,Seed Funding,,,,,,,,,,,,,,,,,,,,
29.0,08/3/2016,Kartrocket,,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",,"8,000,000",,2016,Mar_2016.csv,ECommerce,ECommerce SAAS platform,Private Equity,,,,,,,,,,,,,,,,,,,,
30.0,08/3/2016,dunzo,,Bangalore,"Aspada Investment Advisors, Blume Ventures.",,"650,000",,2016,Mar_2016.csv,Consumer Internet,Daily Task Management App,Seed Funding,,,,,,,,,,,,,,,,,,,,
31.0,09/3/2016,Indiamart,,Noida,Amadeus Capital,,,,2016,Mar_2016.csv,ECommerce,B2B Marketplace for SMBs,Private Equity,,,,,,,,,,,,,,,,,,,,
32.0,09/3/2016,SmartVizX,,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",,"500,000",,2016,Mar_2016.csv,Technology,Virtual Reality Solutions,Seed Funding,,,,,,,,,,,,,,,,,,,,
33.0,09/3/2016,MyGubbi,,Bangalore,"Vipul Parekh, ajesh K Murthy,",,"2,500,000",,2016,Mar_2016.csv,Real Estate,Interior Design & Home Décor Solutions,Seed Funding,,,,,,,,,,,,,,,,,,,,
34.0,09/3/2016,Nukkad Shops,,Hyderabad,PurpleTalk Inc,,"1,000,000",,2016,Mar_2016.csv,Consumer Internet,Hyperlocal Grocery Delivery Service,Seed Funding,,,,,,,,,,,,,,,,,,,,
35.0,09/3/2016,Cloudacar,,Pune,"Amit Choudhary, Anuj Puri",,,,2016,Mar_2016.csv,Consumer Internet,Carpooling Mobile App,Seed Funding,,,,,,,,,,,,,,,,,,,,
36.0,09/3/2016,Justride,,Mumbai,Dheeraj Jain & Other angel investors,,"400,000",,2016,Mar_2016.csv,Consumer Internet,Self Drive Car Rental,Seed Funding,,,,,,,,,,,,,,,,,,,,
37.0,09/3/2016,Yana,,Gurgaon,"Puneet Gupta,",,,,2016,Mar_2016.csv,Consumer Internet,Personal AI Transaction Engine App,Seed Funding,,,,,,,,,,,,,,,,,,,,
38.0,10/3/2016,Big Fish Ventures,,New Delhi,Undisclosed investors,,"11,100,000",,2016,Mar_2016.csv,Food & Beverage,premium dining lounges Chain,Private Equity,,,,,,,,,,,,,,,,,,,,
39.0,10/3/2016,Stylflip,,Mumbai,"Raj Gala Shah, Zaheer Memon",,,,2016,Mar_2016.csv,ECommerce,Pre-Owned Fashion marketplace mobile app,Seed Funding,,,,,,,,,,,,,,,,,,,,
40.0,10/3/2016,Icertis,,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",,"15,000,000",,2016,Mar_2016.csv,Technology,Contract Management Software Solutions platform,Private Equity,,,,,,,,,,,,,,,,,,,,
41.0,10/3/2016,Supplified,,New Delhi,Mohit Goel,,"1,000,000",,2016,Mar_2016.csv,ECommerce,Construction material eTailer,Seed Funding,,,,,,,,,,,,,,,,,,,,
42.0,11/3/2016,JollyFoodFellow,,Ahmedabad,Janak Parikh,,,,2016,Mar_2016.csv,Technology,Food Related Marketing & Branding platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
43.0,14/3/2016,PinkBlue,,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",,"223,608",,2016,Mar_2016.csv,ECommerce,Medical Supplies eTailer,Seed Funding,,,,,,,,,,,,,,,,,,,,
44.0,14/3/2016,TruckingCube,,New Delhi,Agarwal Movers Group,,"14,900,000",,2016,Mar_2016.csv,Logistics,"Domestic, Commercial, and Industrial Goods Movers",Private Equity,,,,,,,,,,,,,,,,,,,,
45.0,14/3/2016,eSwasthya,,Ahmedabad,Hemang Sahani,,,,2016,Mar_2016.csv,Consumer Internet,Online Medicine Delivery Aggregator,Seed Funding,,,,,,,,,,,,,,,,,,,,
46.0,15/3/2016,FlipClass,,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",,"1,000,000",,2016,Mar_2016.csv,Consumer Internet,Tutor Search Platform,Private Equity,,,,,,,,,,,,,,,,,,,,
47.0,15/3/2016,Proximit,,Pune,Funding through 1Crowd platform,,"150,000",,2016,Mar_2016.csv,Technology,Advertising Technology,Seed Funding,,,,,,,,,,,,,,,,,,,,
48.0,15/3/2016,WithMe,,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",,"250,000",,2016,Mar_2016.csv,Consumer Internet,Personalized Fashion App,Seed Funding,,,,,,,,,,,,,,,,,,,,
49.0,16/3/2016,Gapoon,,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",,"180,000",,2016,Mar_2016.csv,Consumer Internet,Hyperlocal Home Maintenance services,Seed Funding,,,,,,,,,,,,,,,,,,,,
50.0,16/3/2016,Avagmah,,Bangalore,"Kris Gopalakrishnan, Atul Nishar",,,,2016,Mar_2016.csv,Consumer Internet,Online Education Portal,Seed Funding,,,,,,,,,,,,,,,,,,,,
51.0,16/3/2016,WorkIndia,,Mumbai,Beenext,,,,2016,Mar_2016.csv,Consumer Internet,Online Job Board,Seed Funding,,,,,,,,,,,,,,,,,,,,
52.0,16/3/2016,Wealthy,,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",,"250,000",,2016,Mar_2016.csv,Consumer Internet,Online Investment management portal,Seed Funding,,,,,,,,,,,,,,,,,,,,
53.0,17/3/2016,Pramati,,Noida,Undisclosed investors,,"200,000",,2016,Mar_2016.csv,Healthcare,Specialized Patient Care platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
54.0,17/3/2016,Qlivery,,Gurgaon,Swastika Company Ltd,,"230,000",,2016,Mar_2016.csv,Consumer Internet,Ondemand Concierge Service,Seed Funding,,,,,,,,,,,,,,,,,,,,
55.0,17/3/2016,HealthEnablr,,Mumbai,Undisclosed investors,,"800,000",,2016,Mar_2016.csv,Consumer Internet,Doctor Discovery and booking platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
56.0,17/3/2016,Liftiee,,Mumbai,"Rannvijay Singh, Anita Hassanandani",,"108,000",,2016,Mar_2016.csv,Consumer Internet,Car/ bike Pooling App,Seed Funding,,,,,,,,,,,,,,,,,,,,
57.0,18/3/2016,Hello Curry,,Hyderabad,Sashi Reddi & Other unnamed investors,,"1,500,000",,2016,Mar_2016.csv,Food & Beverage,Quick Service Restaurant Chain,Private Equity,,,,,,,,,,,,,,,,,,,,
58.0,19/3/2016,goSporto,,New Delhi,Naveen Gupta,,"30,000",,2016,Mar_2016.csv,Consumer Internet,Online Sports discovery and booking platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
59.0,21/3/2016,OneClickWash,,Gurgaon,Unitus Seed Fund,,,,2016,Mar_2016.csv,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Seed Funding,,,,,,,,,,,,,,,,,,,,
60.0,21/3/2016,Girnar Software,,Jaipur,Google Capital,,,,2016,Mar_2016.csv,Consumer Internet,Online News Media Network,Private Equity,,,,,,,,,,,,,,,,,,,,
61.0,21/3/2016,Room On Call,,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,,"2,000,000",,2016,Mar_2016.csv,Consumer Internet,Budget hotel aggregator,Private Equity,,,,,,,,,,,,,,,,,,,,
62.0,22/3/2016,Byju’s,,Bangalore,"Sequoia India, Sofina",,"75,000,000",,2016,Mar_2016.csv,Consumer Internet,Educational Video Content Creator,Private Equity,,,,,,,,,,,,,,,,,,,,
63.0,22/3/2016,BigBasket,,Bangalore,Abraaj Group,,"150,000,000",,2016,Mar_2016.csv,eCommerce,Online Grocery Shop,Private Equity,,,,,,,,,,,,,,,,,,,,
64.0,22/3/2016,DrivoJoy,,Bangalore,"Indian Angel Network, Tracxn Labs & Others",,"600,000",,2016,Mar_2016.csv,Consumer Internet,On-demand 2-wheeler Servicing platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
65.0,22/3/2016,Smartron,,Bangalore,Sachin Tendulkar,,,,2016,Mar_2016.csv,Technology,Internet of Things Device manufacturer,Private Equity,,,,,,,,,,,,,,,,,,,,
66.0,22/3/2016,LifCare,,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",,,,2016,Mar_2016.csv,Consumer Internet,Online Pharmacy portal,Seed Funding,,,,,,,,,,,,,,,,,,,,
67.0,22/3/2016,CreditSeva,,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",,"360,000",,2016,Mar_2016.csv,Consumer Internet,Online Credit management tools,Seed Funding,,,,,,,,,,,,,,,,,,,,
68.0,22/3/2016,CityShor,,Ahmedabad,GAIN,,,,2016,Mar_2016.csv,Consumer Internet,online lifestyle media recommendation portal,Seed Funding,,,,,,,,,,,,,,,,,,,,
69.0,23/3/2016,Endless Robotics,,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",,"100,000",,2016,Mar_2016.csv,Technology,Interior Painting Automation,Seed Funding,,,,,,,,,,,,,,,,,,,,
70.0,23/3/2016,SP Robotics,,Chennai,"Indian Angel Network,",,"300,000",,2016,Mar_2016.csv,Technology,Robotic Classes for Students,Seed Funding,,,,,,,,,,,,,,,,,,,,
71.0,23/3/2016,StalkBuyLove,,New Delhi,"500 Startups, Littlerock, Singularity Ventures",,,,2016,Mar_2016.csv,eCommerce,Fashion eTailer,Seed Funding,,,,,,,,,,,,,,,,,,,,
72.0,23/3/2016,eKincare,,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",,"330,000",,2016,Mar_2016.csv,Consumer Internet,Healthcare related solutions,Private Equity,,,,,,,,,,,,,,,,,,,,
73.0,23/3/2016,HashLearn,,,"Bhavish Aggarwal, Binny Bansal,  Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",,,,2016,Mar_2016.csv,Consumer Internet,Mobile based private tutoring services,Seed Funding,,,,,,,,,,,,,,,,,,,,
74.0,23/3/2016,Wheelstreet,,Bangalore,Broadbean Capital services,,"500,000",,2016,Mar_2016.csv,Consumer Internet,Online Bike Rental platform,Private Equity,,,,,,,,,,,,,,,,,,,,
75.0,24/3/2016,Horntell,,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",,"150,000",,2016,Mar_2016.csv,Consumer Internet,Unified Push Notification service,Seed Funding,,,,,,,,,,,,,,,,,,,,
76.0,28/3/2016,Schoolkart,,Noida,Undisclosed investors,,"300,000",,2016,Mar_2016.csv,eCommerce,Online Marketplace for Schools,Seed Funding,,,,,,,,,,,,,,,,,,,,
77.0,29/3/2016,HealthEminds,,Bangalore,Robin Utthappa,,,,2016,Mar_2016.csv,Consumer Internet,Online mental healthcare,Seed Funding,,,,,,,,,,,,,,,,,,,,
78.0,29/3/2016,Babygogo,,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",,"300,000",,2016,Mar_2016.csv,Consumer Internet,Child healthcare experts aggregator mobile app,Seed Funding,,,,,,,,,,,,,,,,,,,,
79.0,29/3/2016,Veritas Finance,,Chennai,Sarva Capital,,"4,700,000",,2016,Mar_2016.csv,Finance,Asset Based Lending platform,Private Equity,,,,,,,,,,,,,,,,,,,,
80.0,29/3/2016,QikShip,,New Delhi,undisclosed investors,,"200,000",,2016,Mar_2016.csv,Consumer Internet,Mobile based Logistics provider,Seed Funding,,,,,,,,,,,,,,,,,,,,
81.0,29/3/2016,FixNix,,Chennai,Jay Vijayan,,"500,000",,2016,Mar_2016.csv,Consumer Internet,GRC SAAS Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
82.0,30/3/2016,True Balance,,Gurgaon,SoftBank Ventures Korea,,,,2016,Mar_2016.csv,Technology,Mobile Balance Check App,Private Equity,,,,,,,,,,,,,,,,,,,,
83.0,30/3/2016,Touchkin,,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",,"400,000",,2016,Mar_2016.csv,Healthcare,Predictive Healthcare platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
84.0,31/3/2016,SwitchMe,,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",,,,2016,Mar_2016.csv,Consumer Internet,Home Loan Rate comparison platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
85.0,31/3/2016,Transcell,,Hyderabad,Indian Angel Network,,,,2016,Mar_2016.csv,Healthcare,Family Stem Cell Banking Services,Seed Funding,,,,,,,,,,,,,,,,,,,,
87.0,,,,,,,,,2016,Mar_2016.csv,,,,,,,,,,,,,,,,,,,,,,,
88.0,,,,,,,,,2016,Mar_2016.csv,,,,,,,,,,,,,,,,,,,,,,,
1.0,01/5/2016,MotoMojo,,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",,,,2016,May_2016.csv,Consumer Internet,Mobile based Vehicle maintenance App,Seed Funding,,,,,,,,,,,,,,,,,,,,
2.0,01/5/2016,Get My Parking,,New Delhi,The Chennai Angels,,"376,000",,2016,May_2016.csv,Technology,Parking Technology Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
3.0,01/5/2016,Prescribez,,Pune,Ankush Mehta,,"145,000",,2016,May_2016.csv,Consumer Internet,Health Service Aggregator Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
4.0,02/5/2016,Airwood,,Chennai,StartupXseed Ventures,,,,2016,May_2016.csv,Technology,Agri Data & Analytics Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
5.0,03/5/2016,Mobikwik,,Gurgaon,"GMO Payment Gateway, MediaTek",,"50,000,000",,2016,May_2016.csv,Consumer Internet,Mobile & Digital Wallet,Private Equity,,,,,,,,,,,,,,,,,,,,
6.0,03/5/2016,iDreamCareer,,New Delhi,Brand Capital,,,,2016,May_2016.csv,Consumer Internet,Career Planning Services Portal,Private Equity,,,,,,,,,,,,,,,,,,,,
7.0,03/5/2016,Zwayam,,Bangalore,Undisclosed investors,,"250,000",,2016,May_2016.csv,Consumer Internet,Online Recruitment Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
8.0,03/5/2016,BoiBanit,,Vadodara,Undisclosed investors,,,,2016,May_2016.csv,Consumer Internet,Online Food Delivery platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
9.0,03/5/2016,Zuver,,Mumbai,"Shruth & Smith Group, Hermes Group",,"180,000",,2016,May_2016.csv,Consumer Internet,Car driver Discovery App,Seed Funding,,,,,,,,,,,,,,,,,,,,
10.0,03/5/2016,Prepathon,,Mumbai,Blume Ventures,,,,2016,May_2016.csv,Education,Competitive Exam learning platform,Private Equity,,,,,,,,,,,,,,,,,,,,
11.0,04/5/2016,EasyRoads,,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",,"200,000",,2016,May_2016.csv,Consumer Internet,Road Trip planning Mobile app,Seed Funding,,,,,,,,,,,,,,,,,,,,
12.0,04/5/2016,Lenskart,,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",,"60,000,000",,2016,May_2016.csv,eCommerce,Eyewear & Accessories etailer,Private Equity,,,,,,,,,,,,,,,,,,,,
13.0,04/5/2016,Seclore,,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",,"12,000,000",,2016,May_2016.csv,Technology,Enterprise Security Technology platform,Private Equity,,,,,,,,,,,,,,,,,,,,
14.0,04/5/2016,SolarTown,,Chennai,Grex.in,,"200,000",,2016,May_2016.csv,Technology,Solar Rooftop system installation company,Seed Funding,,,,,,,,,,,,,,,,,,,,
15.0,04/5/2016,Comarete,,Pune,Grex.in,,"200,000",,2016,May_2016.csv,Technology,Telecom & Media IT services company,Seed Funding,,,,,,,,,,,,,,,,,,,,
16.0,04/5/2016,MyDentistChoice,,Hyderabad,Undisclosed investors,,"150,000",,2016,May_2016.csv,eCommerce,Medical Supplies eTailer,Seed Funding,,,,,,,,,,,,,,,,,,,,
17.0,04/5/2016,Active.ai,,Singapore,Kalaari Capital Accelerator Program,,"500,000",,2016,May_2016.csv,Technology,Intelligent Tech platform for Finance vertical,Seed Funding,,,,,,,,,,,,,,,,,,,,
18.0,04/5/2016,Affordplan,,New Delhi,Kalaari Capital Accelerator Program,,"500,000",,2016,May_2016.csv,Technology,Affordable non-emergency medical service health plans,Seed Funding,,,,,,,,,,,,,,,,,,,,
19.0,04/5/2016,Indee,,Bangalore,Kalaari Capital Accelerator Program,,"500,000",,2016,May_2016.csv,Consumer Internet,Web Video Streaming Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
20.0,05/5/2016,Unbxd,,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",,,,2016,May_2016.csv,Technology,eCommerce product discovery software,Private Equity,,,,,,,,,,,,,,,,,,,,
21.0,05/5/2016,WebAlligator,,Bangalore,Group of undisclosed Angel Investors & HNIs,,"375,000",,2016,May_2016.csv,Consumer Internet,Cloud Based Software Solutions,Seed Funding,,,,,,,,,,,,,,,,,,,,
22.0,06/5/2016,EduAce Services,,Lucknow,MoMagic Technologies,,"1,000,000",,2016,May_2016.csv,Education,Education Workshops & mentoring programs,Private Equity,,,,,,,,,,,,,,,,,,,,
23.0,06/5/2016,Meesho,,Bangalore,Rajul Garg & Others,,,,2016,May_2016.csv,eCommerce,Social commerce platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
24.0,07/5/2016,Zebroads,,Hyderabad,Undisclosed investors,,"75,000",,2016,May_2016.csv,Logistics,Logistics and Warehousing services,Seed Funding,,,,,,,,,,,,,,,,,,,,
25.0,09/5/2016,Locus,,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",,"2,750,000",,2016,May_2016.csv,Technology,Logistics Intelligence platform,Private Equity,,,,,,,,,,,,,,,,,,,,
26.0,09/5/2016,Toko Innovations,,Bangalore,"Roopak Saluja, Vishal Khare",,"450,000",,2016,May_2016.csv,Consumer Internet,Children’s Entertainment Portal,Seed Funding,,,,,,,,,,,,,,,,,,,,
27.0,09/5/2016,Rentickle,,New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",,"250,000",,2016,May_2016.csv,eCommerce,"Furniture, appliances Portal",Seed Funding,,,,,,,,,,,,,,,,,,,,
28.0,10/5/2016,HealthifyMe,,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",,"6,000,000",,2016,May_2016.csv,Consumer Internet,Health & Fitness App,Private Equity,,,,,,,,,,,,,,,,,,,,
29.0,10/5/2016,Zarget,,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",,"1,500,000",,2016,May_2016.csv,Consumer Internet,Conversion Rate Optimization Platform,Private Equity,,,,,,,,,,,,,,,,,,,,
30.0,10/5/2016,InnoNano Research,,Chennai,NanoHoldings,,"18,000,000",,2016,May_2016.csv,Technology,Clean Water Technology,Private Equity,,,,,,,,,,,,,,,,,,,,
31.0,10/5/2016,SchoolWear,,Mumbai,Undisclosed investors,,"1,500,000",,2016,May_2016.csv,eCommerce,School Uniform & Supplies Marketplace,Seed Funding,,,,,,,,,,,,,,,,,,,,
32.0,10/5/2016,Swiggy,,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",,"7,000,000",,2016,May_2016.csv,Consumer Internet,Food Delivery Platform,Private Equity,,,,,,,,,,,,,,,,,,,,
33.0,11/5/2016,Zenify,,Bangalore,Undisclosed Investors,,"900,000",,2016,May_2016.csv,Consumer Internet,Home rental Discovery & Booking Portal,Private Equity,,,,,,,,,,,,,,,,,,,,
34.0,11/5/2016,Faircent,,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",,,,2016,May_2016.csv,Consumer Internet,Online Peer to Peer Lending platform,Private Equity,,,,,,,,,,,,,,,,,,,,
35.0,11/5/2016,Fractal Analytics,,Mumbai,Khazanah Nasional Berhad,,"100,000,000",,2016,May_2016.csv,Technology,Data Analytics Company,Private Equity,,,,,,,,,,,,,,,,,,,,
36.0,12/5/2016,Unacademy,,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",,"500,000",,2016,May_2016.csv,Consumer Internet,Free Online Education Platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
37.0,12/5/2016,Capital Float,,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",,"25,000,000",,2016,May_2016.csv,Consumer Internet,Online Lending Platform,Private Equity,,,,,,,,,,,,,,,,,,,,
38.0,12/5/2016,Life Circle,,Hyderabad,GROUPE SOS,,"150,000",,2016,May_2016.csv,Healthcare,Senior Healthcare Services,Private Equity,,,,,,,,,,,,,,,,,,,,
39.0,12/5/2016,Dream Wallets,,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",,,,2016,May_2016.csv,Consumer Internet,Online Crowdfunding platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
40.0,12/5/2016,ShabdNagari,,Kanpur,ah! Ventures,,,,2016,May_2016.csv,Consumer Internet,Hindi social networking portal,Seed Funding,,,,,,,,,,,,,,,,,,,,
41.0,12/5/2016,Galleri5,,Bangalore,"Phanindra Sama, Raghunandan G,",,,,2016,May_2016.csv,Consumer Internet,Visual Content Discovery platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
42.0,12/5/2016,Derbii,,Gurgaon,Anurag Chauhan,,,,2016,May_2016.csv,Logistics,Carpooling Services,Seed Funding,,,,,,,,,,,,,,,,,,,,
43.0,13/5/2016,StayZilla,,Chennai,"Matrix Partners, Nexus Ventures",,"13,500,000",,2016,May_2016.csv,Consumer Internet,Budget Room Aggregator Booking platform,Private Equity,,,,,,,,,,,,,,,,,,,,
44.0,13/5/2016,WoW Express,,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,,"2,200,000",,2016,May_2016.csv,Logistics,E-Commerce Logistics Solutions,Private Equity,,,,,,,,,,,,,,,,,,,,
45.0,16/5/2016,Smartivity,,Delhi,"S Chand, AdvantEdge Partners",,"1,000,000",,2016,May_2016.csv,eCommerce,Smart Learning products,Private Equity,,,,,,,,,,,,,,,,,,,,
46.0,16/5/2016,BedBathMore,,Mumbai,"Kinnevik Group, Rocket Internet",,,,2016,May_2016.csv,Consumer Internet,Home Decor eMarketplace,Private Equity,,,,,,,,,,,,,,,,,,,,
47.0,17/5/2016,Murgency,,Mumbai,Rata Tata,,,,2016,May_2016.csv,Consumer Internet,Medical Emergency Response App,Private Equity,,,,,,,,,,,,,,,,,,,,
48.0,17/5/2016,Crownit,,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",,,,2016,May_2016.csv,Consumer Internet,Mobile customer rewards management platform,Private Equity,,,,,,,,,,,,,,,,,,,,
49.0,17/5/2016,Blinge,,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",,,,2016,May_2016.csv,eCommerce,Apparel Rental platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
50.0,18/5/2016,TheSmartQ,,Bangalore,YourNest Angel Fund,,"250,000",,2016,May_2016.csv,Consumer Internet,Food Ordering Mobile App,Seed Funding,,,,,,,,,,,,,,,,,,,,
51.0,18/5/2016,PurpleHealth,,Trivandrum,Katabole Technology Venture,,"100,000",,2016,May_2016.csv,Consumer Internet,Online health-on-demand platform,Seed Funding,,,,,,,,,,,,,,,,,,,,
52.0,18/5/2016,Fundamentor,,Pune,Subramanya SV,,,,2016,May_2016.csv,Education,Aptitude Development Program,Seed Funding,,,,,,,,,,,,,,,,,,,,
53.0,18/5/2016,EduPristine,,Mumbai,"Kaizen Management Advisors, DeVry Inc",,"10,000,000",,2016,May_2016.csv,Education,Online Certification Courses,Private Equity,,,,,,,,,,,,,,,,,,,,
54.0,18/5/2016,BhiveWorkspace,,Bangalore,Blume Ventures,,"1,000,000",,2016,May_2016.csv,Reality,Co-Working Spaces,Private Equity,,,,,,,,,,,,,,,,,,,,
55.0,18/5/2016,Parentlane,,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",,,,2016,May_2016.csv,Consumer Internet,Parenting & Child Care app,Seed Funding,,,,,,,,,,,,,,,,,,,,
